amount,date,category_name,type
2652.21,1638300329000.0,Groceries,Expense
544.94,1697564309000.0,Salary,Income
3822.0,1695152258000.0,Rent,Expense
2359.88,1601110535000.0,Gifts Received,Income
2789.49,1591133408000.0,Transportation,Expense
4401.19,1697201016000.0,Gifts Received,Income
3549.46,1668338732000.0,Utilities,Expense
2585.52,1597907593000.0,Gifts Received,Income
1663.95,1707339243000.0,Gifts Received,Income
2418.46,1650386352000.0,Bonus,Income
1581.56,1582720080000.0,Dining Out,Expense
2431.29,1636707013000.0,Salary,Income
221.19,1626266838000.0,Bonus,Income
1962.68,1650213199000.0,Transportation,Expense
4649.45,1693000899000.0,Clothing,Expense
3862.25,1659490690000.0,Leisure,Expense
782.01,1626277976000.0,Freelancing,Income
2723.85,1661250327000.0,Clothing,Expense
2709.94,1656120790000.0,Salary,Income
4767.32,1673890832000.0,Bonus,Income
2280.93,1648319688000.0,Salary,Income
1425.64,1614964547000.0,Electronics,Expense
836.94,1677579793000.0,Gifts Received,Income
4734.27,1707269771000.0,Salary,Income
4563.82,1708059218000.0,Gifts Received,Income
762.18,1675130347000.0,Freelancing,Income
4568.35,1626909213000.0,Travel,Expense
4944.73,1621424499000.0,Freelancing,Income
680.61,1640792670000.0,Rent,Expense
3843.94,1663775349000.0,Leisure,Expense
1434.52,1662933991000.0,Pet Care,Expense
1318.94,1621179807000.0,Gifts Received,Income
3122.8,1695770862000.0,Bonus,Income
3545.88,1626037755000.0,Clothing,Expense
4970.58,1651081537000.0,Bonus,Income
448.89,1624197816000.0,Freelancing,Income
1831.0,1679145821000.0,Leisure,Expense
3731.58,1677791532000.0,Gifts Received,Income
3561.92,1676601935000.0,Freelancing,Income
4209.96,1716689440000.0,Leisure,Expense
4173.65,1651675679000.0,Freelancing,Income
4749.94,1624271133000.0,Bonus,Income
3976.56,1668233615000.0,Utilities,Expense
3271.28,1657443145000.0,Salary,Income
2515.85,1580253223000.0,Gifts Received,Income
2076.04,1702825397000.0,Salary,Income
3083.27,1655608653000.0,Bonus,Income
3415.49,1675264449000.0,Salary,Income
3736.35,1688308705000.0,Gifts Received,Income
716.55,1699066636000.0,Rent,Expense
3946.83,1695754141000.0,Salary,Income
4258.41,1629251682000.0,Bonus,Income
1838.91,1586812081000.0,Groceries,Expense
2294.43,1637764403000.0,Electronics,Expense
1149.31,1671711644000.0,Pet Care,Expense
4155.26,1664464851000.0,Leisure,Expense
4026.23,1648390926000.0,Transportation,Expense
1471.0,1704923947000.0,Utilities,Expense
3942.62,1640855117000.0,Groceries,Expense
3691.9,1684376266000.0,Bonus,Income
1703.43,1616520654000.0,Gifts Received,Income
1863.34,1688431159000.0,Clothing,Expense
438.44,1718593716000.0,Gifts Received,Income
2632.28,1709777204000.0,Utilities,Expense
2236.42,1705804774000.0,Freelancing,Income
3630.7,1624346636000.0,Gifts Received,Income
4847.12,1652594513000.0,Bonus,Income
2536.34,1697886881000.0,Travel,Expense
380.22,1694706332000.0,Utilities,Expense
322.08,1583723900000.0,Clothing,Expense
2577.79,1604851437000.0,Freelancing,Income
685.42,1603029724000.0,Leisure,Expense
1044.27,1706597129000.0,Transportation,Expense
3076.6,1687672812000.0,Bonus,Income
4490.04,1615426180000.0,Transportation,Expense
2804.32,1654796835000.0,Bonus,Income
3139.5,1673347169000.0,Rent,Expense
1685.46,1614631867000.0,Clothing,Expense
2568.56,1720997769000.0,Bonus,Income
4407.19,1685210061000.0,Pet Care,Expense
4650.9,1578373023000.0,Gifts Received,Income
289.35,1714428572000.0,Bonus,Income
3403.97,1622589270000.0,Gifts Received,Income
2530.64,1643921370000.0,Pet Care,Expense
2327.67,1716277526000.0,Gifts Received,Income
537.61,1656240587000.0,Leisure,Expense
2406.98,1663381292000.0,Clothing,Expense
1164.75,1685835219000.0,Utilities,Expense
2344.2,1709675122000.0,Gifts Received,Income
3505.39,1688968699000.0,Rent,Expense
3020.95,1703673887000.0,Dining Out,Expense
2849.13,1602485432000.0,Gifts Received,Income
2398.07,1701756105000.0,Freelancing,Income
2226.03,1619198366000.0,Salary,Income
3860.76,1675575073000.0,Freelancing,Income
1795.75,1721272405000.0,Gifts Received,Income
2574.78,1633412958000.0,Utilities,Expense
1964.2,1700013635000.0,Freelancing,Income
4653.37,1648579625000.0,Salary,Income
3391.8,1626609160000.0,Freelancing,Income
1537.44,1642795085000.0,Pet Care,Expense
4887.46,1611898993000.0,Dining Out,Expense
1222.25,1666311975000.0,Utilities,Expense
812.42,1590090779000.0,Subscriptions,Expense
4595.82,1710168575000.0,Groceries,Expense
4079.26,1688398545000.0,Gifts Received,Income
1939.51,1680716822000.0,Clothing,Expense
2346.64,1579971548000.0,Gifts Received,Income
1840.36,1607631922000.0,Travel,Expense
1279.89,1582034722000.0,Freelancing,Income
4113.09,1651301419000.0,Bonus,Income
1301.58,1704938332000.0,Freelancing,Income
3555.53,1677893428000.0,Pet Care,Expense
1666.15,1721963467000.0,Pet Care,Expense
4543.87,1592212154000.0,Electronics,Expense
2026.08,1669002794000.0,Dining Out,Expense
1767.78,1657286942000.0,Freelancing,Income
3289.24,1633378639000.0,Clothing,Expense
1577.43,1655519883000.0,Leisure,Expense
2752.61,1609649748000.0,Gifts Received,Income
4483.88,1608508629000.0,Subscriptions,Expense
3834.05,1678181789000.0,Groceries,Expense
3176.15,1586825218000.0,Electronics,Expense
3483.62,1583195614000.0,Travel,Expense
4919.48,1581566223000.0,Freelancing,Income
3962.76,1656047781000.0,Salary,Income
870.97,1581242429000.0,Freelancing,Income
1602.42,1660271463000.0,Travel,Expense
3670.08,1612438663000.0,Clothing,Expense
2037.89,1684176032000.0,Bonus,Income
3868.67,1593306598000.0,Bonus,Income
2453.7,1615509773000.0,Salary,Income
4343.78,1717926735000.0,Dining Out,Expense
4210.6,1701224719000.0,Freelancing,Income
2904.72,1711272229000.0,Transportation,Expense
800.07,1589792929000.0,Gifts Received,Income
3258.25,1644222779000.0,Gifts Received,Income
1603.07,1700667155000.0,Salary,Income
1907.41,1640451666000.0,Subscriptions,Expense
1587.23,1719844308000.0,Freelancing,Income
898.11,1604514521000.0,Electronics,Expense
967.93,1657770379000.0,Utilities,Expense
3010.33,1696955471000.0,Rent,Expense
1470.51,1718114008000.0,Utilities,Expense
1215.77,1717811201000.0,Subscriptions,Expense
3995.31,1704791842000.0,Travel,Expense
397.65,1680738480000.0,Gifts Received,Income
3959.64,1584149166000.0,Salary,Income
745.93,1620880405000.0,Gifts Received,Income
3051.84,1696982473000.0,Bonus,Income
3307.98,1669347771000.0,Travel,Expense
747.83,1599091451000.0,Utilities,Expense
3238.42,1626381025000.0,Groceries,Expense
835.05,1703900074000.0,Electronics,Expense
4234.92,1636946956000.0,Electronics,Expense
4905.9,1613210954000.0,Gifts Received,Income
1655.47,1693553375000.0,Freelancing,Income
4921.27,1721214870000.0,Freelancing,Income
716.68,1692321095000.0,Utilities,Expense
4745.33,1588331637000.0,Gifts Received,Income
759.46,1650981298000.0,Travel,Expense
3236.57,1625287856000.0,Gifts Received,Income
2392.27,1599935970000.0,Subscriptions,Expense
4123.23,1635958899000.0,Subscriptions,Expense
3910.07,1684501636000.0,Pet Care,Expense
4376.27,1640042793000.0,Dining Out,Expense
1110.62,1669878143000.0,Salary,Income
1270.72,1628425128000.0,Salary,Income
151.26,1626859242000.0,Leisure,Expense
4106.73,1657106262000.0,Groceries,Expense
2649.86,1646520001000.0,Salary,Income
1530.99,1667730953000.0,Utilities,Expense
755.71,1638117451000.0,Subscriptions,Expense
2616.91,1721384254000.0,Freelancing,Income
1205.78,1651607651000.0,Subscriptions,Expense
4919.36,1623046409000.0,Freelancing,Income
723.81,1609423802000.0,Salary,Income
4270.98,1615351764000.0,Gifts Received,Income
10.78,1597585630000.0,Groceries,Expense
3176.46,1671596117000.0,Groceries,Expense
3445.68,1712733707000.0,Salary,Income
811.53,1662155942000.0,Utilities,Expense
2311.64,1601022422000.0,Clothing,Expense
4642.5,1719837320000.0,Gifts Received,Income
3839.18,1691964678000.0,Transportation,Expense
281.56,1636473458000.0,Travel,Expense
166.73,1608800652000.0,Groceries,Expense
552.79,1673115513000.0,Subscriptions,Expense
3976.66,1694885703000.0,Gifts Received,Income
3034.18,1719787564000.0,Gifts Received,Income
4042.97,1584254482000.0,Subscriptions,Expense
1640.55,1590686404000.0,Electronics,Expense
9.45,1702106996000.0,Electronics,Expense
3352.62,1651713762000.0,Subscriptions,Expense
1363.76,1658300191000.0,Travel,Expense
1733.72,1650329195000.0,Leisure,Expense
3345.94,1656294881000.0,Bonus,Income
1328.22,1706597283000.0,Gifts Received,Income
1758.24,1612298738000.0,Freelancing,Income
3104.15,1641622887000.0,Salary,Income
860.26,1649586515000.0,Utilities,Expense
2690.28,1710320690000.0,Bonus,Income
3132.77,1643029836000.0,Gifts Received,Income
2460.06,1619693167000.0,Salary,Income
319.61,1640193842000.0,Clothing,Expense
563.74,1623807279000.0,Salary,Income
734.6,1627061011000.0,Clothing,Expense
2494.1,1597077187000.0,Salary,Income
943.59,1699571498000.0,Salary,Income
3900.22,1598719826000.0,Pet Care,Expense
2410.36,1621946432000.0,Bonus,Income
1504.59,1616701089000.0,Clothing,Expense
517.2,1595605048000.0,Gifts Received,Income
1333.6,1593728991000.0,Bonus,Income
2577.15,1693799476000.0,Gifts Received,Income
3733.31,1652324225000.0,Dining Out,Expense
2838.16,1693238670000.0,Dining Out,Expense
658.5,1662390484000.0,Freelancing,Income
1125.4,1707731211000.0,Gifts Received,Income
2521.54,1596383961000.0,Bonus,Income
3431.15,1697266032000.0,Rent,Expense
3866.2,1675257005000.0,Utilities,Expense
1963.73,1658966881000.0,Rent,Expense
579.3,1632834579000.0,Freelancing,Income
1301.48,1689850248000.0,Subscriptions,Expense
803.36,1702008171000.0,Salary,Income
3717.69,1716995079000.0,Bonus,Income
252.23,1707931728000.0,Clothing,Expense
1251.47,1681519763000.0,Electronics,Expense
3917.83,1641894904000.0,Subscriptions,Expense
3535.3,1639657491000.0,Pet Care,Expense
2935.29,1641028435000.0,Leisure,Expense
607.92,1675329241000.0,Salary,Income
1670.18,1657453432000.0,Gifts Received,Income
561.46,1632273556000.0,Gifts Received,Income
1291.81,1638966642000.0,Gifts Received,Income
4510.88,1623532612000.0,Gifts Received,Income
1550.5,1714796092000.0,Dining Out,Expense
4307.35,1692452494000.0,Bonus,Income
2165.36,1688409606000.0,Rent,Expense
1051.35,1629661005000.0,Bonus,Income
3624.88,1710268583000.0,Freelancing,Income
4647.77,1630039741000.0,Electronics,Expense
1959.26,1677089967000.0,Subscriptions,Expense
70.45,1709650562000.0,Utilities,Expense
4130.43,1608478681000.0,Gifts Received,Income
1203.72,1623084656000.0,Gifts Received,Income
4980.4,1698275548000.0,Groceries,Expense
4761.39,1695510456000.0,Dining Out,Expense
4656.87,1626289591000.0,Subscriptions,Expense
4165.89,1663683285000.0,Transportation,Expense
3993.53,1693083526000.0,Freelancing,Income
4287.87,1615382300000.0,Salary,Income
981.11,1611319673000.0,Dining Out,Expense
2635.46,1650382319000.0,Bonus,Income
462.0,1662244683000.0,Utilities,Expense
463.95,1641055091000.0,Pet Care,Expense
3019.27,1694953160000.0,Leisure,Expense
4692.67,1713555833000.0,Groceries,Expense
4612.85,1653169365000.0,Gifts Received,Income
4633.19,1580201578000.0,Bonus,Income
3083.38,1645895338000.0,Gifts Received,Income
4964.95,1605375446000.0,Utilities,Expense
4584.27,1602530622000.0,Bonus,Income
1482.4,1693989870000.0,Groceries,Expense
2903.11,1708680658000.0,Freelancing,Income
907.0,1689674648000.0,Bonus,Income
1068.74,1599054356000.0,Salary,Income
2645.63,1705115435000.0,Gifts Received,Income
2018.14,1636012154000.0,Freelancing,Income
3672.32,1717395510000.0,Subscriptions,Expense
3423.08,1605404696000.0,Rent,Expense
1738.61,1620925043000.0,Clothing,Expense
2721.97,1700041192000.0,Freelancing,Income
119.72,1611008355000.0,Freelancing,Income
1760.64,1671067511000.0,Dining Out,Expense
582.47,1685785175000.0,Travel,Expense
1007.1,1631728747000.0,Utilities,Expense
4088.91,1695958557000.0,Subscriptions,Expense
677.73,1639329562000.0,Clothing,Expense
193.12,1712496516000.0,Leisure,Expense
4781.89,1588794873000.0,Subscriptions,Expense
1873.1,1597784319000.0,Pet Care,Expense
987.48,1695259619000.0,Salary,Income
3810.91,1578878543000.0,Rent,Expense
4699.95,1628901755000.0,Transportation,Expense
4469.5,1662294205000.0,Gifts Received,Income
3434.36,1578594145000.0,Clothing,Expense
4965.52,1620084809000.0,Salary,Income
2623.84,1594302933000.0,Pet Care,Expense
4393.51,1678308218000.0,Transportation,Expense
4092.12,1622889701000.0,Salary,Income
1896.03,1639651086000.0,Salary,Income
4722.54,1700805559000.0,Bonus,Income
2721.31,1671132705000.0,Salary,Income
3464.74,1593805727000.0,Dining Out,Expense
318.81,1689315200000.0,Utilities,Expense
1646.92,1640335062000.0,Bonus,Income
4558.77,1629390481000.0,Groceries,Expense
1833.45,1621936194000.0,Freelancing,Income
2076.03,1698724379000.0,Salary,Income
2368.83,1630153725000.0,Salary,Income
1650.77,1672735697000.0,Rent,Expense
493.55,1616017125000.0,Salary,Income
1975.84,1721372728000.0,Gifts Received,Income
3701.88,1578885439000.0,Freelancing,Income
2225.3,1690705913000.0,Transportation,Expense
1975.13,1602254718000.0,Clothing,Expense
4310.53,1653114001000.0,Rent,Expense
2803.3,1662069190000.0,Pet Care,Expense
3412.8,1589286798000.0,Freelancing,Income
4522.97,1592179578000.0,Electronics,Expense
2521.07,1630270925000.0,Groceries,Expense
769.57,1595257958000.0,Freelancing,Income
4054.48,1594626001000.0,Rent,Expense
1533.75,1684336893000.0,Clothing,Expense
4209.75,1669569430000.0,Electronics,Expense
4333.09,1690911595000.0,Utilities,Expense
1045.13,1662055276000.0,Freelancing,Income
4864.19,1658326192000.0,Clothing,Expense
1631.44,1692954062000.0,Rent,Expense
2830.47,1652802340000.0,Clothing,Expense
1044.81,1712435572000.0,Gifts Received,Income
411.06,1590412528000.0,Gifts Received,Income
4430.5,1704692860000.0,Electronics,Expense
4748.4,1680257463000.0,Rent,Expense
234.04,1648552075000.0,Rent,Expense
1720.79,1650715509000.0,Travel,Expense
2034.7,1697914964000.0,Bonus,Income
3444.28,1597767964000.0,Clothing,Expense
1483.44,1683660866000.0,Freelancing,Income
1776.11,1657170316000.0,Salary,Income
2784.25,1650804123000.0,Rent,Expense
398.05,1697311392000.0,Bonus,Income
1766.7,1603664173000.0,Clothing,Expense
385.29,1654711663000.0,Gifts Received,Income
4347.72,1595428033000.0,Gifts Received,Income
4592.62,1623191568000.0,Freelancing,Income
3710.09,1699319248000.0,Freelancing,Income
745.69,1714011105000.0,Rent,Expense
3526.02,1666193986000.0,Rent,Expense
1319.98,1714341894000.0,Pet Care,Expense
1112.62,1719652964000.0,Dining Out,Expense
4625.54,1595352733000.0,Utilities,Expense
617.32,1630960416000.0,Gifts Received,Income
3957.55,1614995938000.0,Freelancing,Income
3627.02,1648101606000.0,Bonus,Income
1844.99,1675498252000.0,Gifts Received,Income
939.4,1697096175000.0,Gifts Received,Income
4829.63,1702694188000.0,Bonus,Income
4186.88,1692365775000.0,Groceries,Expense
2324.55,1638910414000.0,Salary,Income
3436.82,1650898607000.0,Transportation,Expense
1996.86,1631398122000.0,Freelancing,Income
582.47,1706443369000.0,Gifts Received,Income
1465.99,1654256124000.0,Salary,Income
860.46,1664158510000.0,Utilities,Expense
1399.65,1708506194000.0,Gifts Received,Income
3183.81,1674562359000.0,Leisure,Expense
1188.11,1661476517000.0,Utilities,Expense
1128.87,1625828939000.0,Gifts Received,Income
320.48,1613534626000.0,Clothing,Expense
439.92,1612088424000.0,Bonus,Income
231.03,1661070090000.0,Subscriptions,Expense
1791.43,1674755365000.0,Salary,Income
521.58,1680280153000.0,Freelancing,Income
1977.59,1721534248000.0,Gifts Received,Income
2914.61,1667849564000.0,Utilities,Expense
3159.31,1711081117000.0,Gifts Received,Income
1902.81,1642798743000.0,Utilities,Expense
303.76,1713147410000.0,Salary,Income
1388.48,1676658604000.0,Groceries,Expense
2692.63,1715143497000.0,Transportation,Expense
1125.95,1638173151000.0,Salary,Income
4132.03,1592043978000.0,Gifts Received,Income
1049.2,1715818100000.0,Groceries,Expense
3176.51,1645415257000.0,Pet Care,Expense
127.9,1610596372000.0,Bonus,Income
2978.13,1597081012000.0,Dining Out,Expense
4233.85,1597798009000.0,Gifts Received,Income
4793.74,1684830493000.0,Bonus,Income
2051.13,1614529543000.0,Transportation,Expense
4202.75,1623405767000.0,Groceries,Expense
2250.7,1701394561000.0,Pet Care,Expense
2512.37,1611099047000.0,Gifts Received,Income
3315.24,1708704065000.0,Utilities,Expense
4256.75,1638091401000.0,Rent,Expense
105.13,1632051939000.0,Salary,Income
1551.7,1641668774000.0,Dining Out,Expense
1219.87,1638652438000.0,Groceries,Expense
1491.24,1620393196000.0,Salary,Income
4424.05,1656977103000.0,Freelancing,Income
2474.9,1626097926000.0,Utilities,Expense
1183.8,1607642929000.0,Freelancing,Income
2720.39,1601947076000.0,Bonus,Income
3213.19,1642294473000.0,Gifts Received,Income
3666.1,1668569148000.0,Utilities,Expense
852.9,1663937933000.0,Rent,Expense
443.86,1664076028000.0,Pet Care,Expense
1288.98,1706036582000.0,Salary,Income
1991.07,1608575449000.0,Rent,Expense
1748.88,1672510884000.0,Electronics,Expense
2789.21,1700048410000.0,Gifts Received,Income
4507.02,1687289714000.0,Travel,Expense
3260.56,1666480525000.0,Electronics,Expense
2736.87,1709687308000.0,Salary,Income
268.87,1589836100000.0,Bonus,Income
1288.73,1693354111000.0,Utilities,Expense
3900.78,1702703896000.0,Travel,Expense
691.7,1631776784000.0,Pet Care,Expense
4787.36,1684950454000.0,Bonus,Income
2678.7,1616886603000.0,Leisure,Expense
3386.5,1596153672000.0,Bonus,Income
9.25,1614476823000.0,Bonus,Income
2842.94,1701574772000.0,Bonus,Income
1088.75,1619181610000.0,Subscriptions,Expense
60.23,1723463247000.0,Dining Out,Expense
458.1,1717252684000.0,Salary,Income
3642.26,1620318511000.0,Salary,Income
4573.33,1578337273000.0,Transportation,Expense
3638.1,1692260080000.0,Dining Out,Expense
935.61,1722019174000.0,Electronics,Expense
1577.54,1674809308000.0,Groceries,Expense
607.1,1714990696000.0,Clothing,Expense
3353.18,1632429498000.0,Groceries,Expense
3958.23,1596532328000.0,Salary,Income
3348.22,1648201317000.0,Rent,Expense
1122.11,1690218388000.0,Freelancing,Income
3185.78,1602877389000.0,Salary,Income
3887.21,1699894282000.0,Freelancing,Income
1558.38,1631288366000.0,Bonus,Income
4637.17,1610297269000.0,Utilities,Expense
2846.98,1661656088000.0,Salary,Income
250.19,1652704389000.0,Travel,Expense
2015.44,1598610204000.0,Bonus,Income
1417.74,1684206083000.0,Salary,Income
874.47,1674468423000.0,Gifts Received,Income
2461.81,1634634474000.0,Travel,Expense
4393.16,1666739144000.0,Salary,Income
829.08,1590887402000.0,Utilities,Expense
4801.93,1672495806000.0,Pet Care,Expense
3665.66,1670301656000.0,Rent,Expense
3117.67,1701350221000.0,Rent,Expense
384.67,1618466441000.0,Transportation,Expense
2011.98,1696458096000.0,Subscriptions,Expense
1093.58,1715234062000.0,Leisure,Expense
725.42,1688379100000.0,Bonus,Income
2147.71,1619540231000.0,Bonus,Income
2547.5,1605290626000.0,Freelancing,Income
2880.99,1588065060000.0,Gifts Received,Income
3044.98,1579567170000.0,Bonus,Income
498.2,1583611630000.0,Groceries,Expense
2898.02,1581476436000.0,Utilities,Expense
2981.65,1703212065000.0,Gifts Received,Income
2148.73,1611895370000.0,Gifts Received,Income
3522.26,1711107757000.0,Dining Out,Expense
374.84,1586769082000.0,Salary,Income
1774.97,1647291298000.0,Gifts Received,Income
591.09,1626295579000.0,Leisure,Expense
4021.89,1611698264000.0,Clothing,Expense
639.28,1650200792000.0,Bonus,Income
909.88,1683838939000.0,Bonus,Income
2568.51,1620705460000.0,Electronics,Expense
3015.45,1602148647000.0,Pet Care,Expense
298.73,1722464093000.0,Dining Out,Expense
2780.63,1723136618000.0,Pet Care,Expense
2517.58,1690775428000.0,Bonus,Income
2145.24,1648952387000.0,Transportation,Expense
4980.43,1688803721000.0,Freelancing,Income
4842.99,1692098332000.0,Gifts Received,Income
3952.18,1721502963000.0,Electronics,Expense
1414.93,1609503588000.0,Clothing,Expense
3199.42,1638293876000.0,Gifts Received,Income
3919.11,1660133405000.0,Salary,Income
4355.51,1657394641000.0,Travel,Expense
3115.37,1715417658000.0,Rent,Expense
2447.64,1653494491000.0,Groceries,Expense
1831.78,1679982171000.0,Clothing,Expense
3106.71,1697689754000.0,Pet Care,Expense
817.46,1662759276000.0,Freelancing,Income
1665.9,1684962836000.0,Rent,Expense
4331.09,1664350052000.0,Pet Care,Expense
421.69,1706088387000.0,Salary,Income
3515.53,1710676363000.0,Gifts Received,Income
1003.58,1629316133000.0,Gifts Received,Income
1459.51,1695949863000.0,Salary,Income
2983.31,1637051517000.0,Groceries,Expense
2892.26,1721805832000.0,Gifts Received,Income
4512.17,1659434245000.0,Salary,Income
397.81,1628561751000.0,Bonus,Income
4487.24,1629817669000.0,Leisure,Expense
2820.92,1700412721000.0,Clothing,Expense
2141.4,1713671200000.0,Gifts Received,Income
2856.13,1676695704000.0,Bonus,Income
3450.15,1704152489000.0,Freelancing,Income
3733.74,1614219096000.0,Salary,Income
683.96,1686843282000.0,Subscriptions,Expense
3003.84,1655457067000.0,Utilities,Expense
3643.32,1655900945000.0,Freelancing,Income
4751.35,1678928604000.0,Groceries,Expense
2360.13,1608614877000.0,Freelancing,Income
3583.29,1601969968000.0,Leisure,Expense
2860.54,1603487607000.0,Freelancing,Income
1399.51,1583639107000.0,Salary,Income
1779.53,1602624713000.0,Bonus,Income
2195.48,1658580905000.0,Salary,Income
4827.97,1634440917000.0,Bonus,Income
3711.59,1641239307000.0,Rent,Expense
2101.99,1660951142000.0,Bonus,Income
520.85,1640353420000.0,Rent,Expense
1499.79,1650867904000.0,Subscriptions,Expense
4628.84,1606478601000.0,Groceries,Expense
2059.98,1587131030000.0,Travel,Expense
2276.26,1706450246000.0,Leisure,Expense
1703.14,1584572315000.0,Salary,Income
4519.05,1681684100000.0,Salary,Income
3077.39,1686996251000.0,Gifts Received,Income
3353.09,1578312440000.0,Travel,Expense
936.16,1660780209000.0,Salary,Income
519.08,1701705756000.0,Salary,Income
1714.5,1593318960000.0,Groceries,Expense
2617.17,1695697636000.0,Clothing,Expense
1107.32,1676973891000.0,Bonus,Income
1461.35,1701011236000.0,Freelancing,Income
3121.23,1640363282000.0,Freelancing,Income
3195.62,1588976027000.0,Gifts Received,Income
1752.67,1652074347000.0,Freelancing,Income
3698.45,1593042991000.0,Rent,Expense
2535.84,1648082653000.0,Groceries,Expense
1092.66,1625584323000.0,Travel,Expense
2211.49,1618012439000.0,Salary,Income
829.08,1717881688000.0,Clothing,Expense
3623.09,1635226971000.0,Bonus,Income
2141.18,1704921818000.0,Clothing,Expense
130.06,1665888582000.0,Freelancing,Income
2474.46,1634443952000.0,Pet Care,Expense
4622.58,1678092430000.0,Freelancing,Income
3036.05,1621401458000.0,Salary,Income
1902.95,1620309658000.0,Freelancing,Income
4168.61,1602970748000.0,Groceries,Expense
335.68,1592438065000.0,Gifts Received,Income
999.17,1581297688000.0,Freelancing,Income
3063.77,1600958565000.0,Salary,Income
4094.04,1578844346000.0,Bonus,Income
4384.48,1618644599000.0,Subscriptions,Expense
3065.41,1578744945000.0,Travel,Expense
1844.27,1691207581000.0,Salary,Income
1701.97,1607645274000.0,Freelancing,Income
4638.4,1608817872000.0,Gifts Received,Income
222.11,1620689250000.0,Transportation,Expense
1043.78,1628814116000.0,Rent,Expense
694.01,1614384374000.0,Pet Care,Expense
3034.63,1678214767000.0,Freelancing,Income
1371.02,1615366495000.0,Salary,Income
4290.16,1713418242000.0,Freelancing,Income
2636.03,1671924896000.0,Subscriptions,Expense
1891.91,1590094133000.0,Groceries,Expense
4476.26,1710467563000.0,Bonus,Income
949.49,1683418373000.0,Dining Out,Expense
2860.55,1693904981000.0,Electronics,Expense
4954.03,1628993770000.0,Groceries,Expense
4172.4,1623752022000.0,Electronics,Expense
638.58,1640290185000.0,Subscriptions,Expense
4235.72,1582978430000.0,Electronics,Expense
1399.2,1594128319000.0,Salary,Income
4887.67,1689800063000.0,Gifts Received,Income
4225.99,1671117671000.0,Clothing,Expense
4726.54,1708467671000.0,Bonus,Income
2352.04,1625243459000.0,Bonus,Income
4763.99,1593552574000.0,Electronics,Expense
3870.69,1608734112000.0,Electronics,Expense
960.22,1669887070000.0,Bonus,Income
11.65,1679441166000.0,Salary,Income
2153.13,1648762102000.0,Salary,Income
2053.71,1601464960000.0,Freelancing,Income
1523.4,1691738856000.0,Groceries,Expense
836.28,1683728686000.0,Travel,Expense
441.91,1579825327000.0,Utilities,Expense
3636.64,1680247103000.0,Freelancing,Income
922.48,1597953181000.0,Bonus,Income
1338.88,1581419348000.0,Clothing,Expense
4054.92,1614168174000.0,Groceries,Expense
1758.41,1634830701000.0,Travel,Expense
4285.14,1580987897000.0,Freelancing,Income
3451.41,1653863174000.0,Bonus,Income
282.04,1615379030000.0,Clothing,Expense
4906.11,1696560019000.0,Electronics,Expense
2865.55,1692612302000.0,Freelancing,Income
2552.98,1609889074000.0,Clothing,Expense
3491.73,1664744534000.0,Rent,Expense
3543.91,1696032720000.0,Rent,Expense
3341.88,1591964263000.0,Freelancing,Income
2230.61,1606363890000.0,Leisure,Expense
1399.41,1656129383000.0,Gifts Received,Income
1595.75,1604281774000.0,Utilities,Expense
519.44,1666846621000.0,Gifts Received,Income
