amount,date,category_name,type
1563.43,1602609380000.0,Transportation,Expense
1872.13,1691535955000.0,Salary,Income
457.03,1652103983000.0,Rent,Expense
483.73,1589667650000.0,Bonus,Income
2782.3,1578788588000.0,Clothing,Expense
3350.4,1667375201000.0,Bonus,Income
4340.59,1612953434000.0,Freelancing,Income
3002.45,1648154881000.0,Freelancing,Income
774.5,1621207531000.0,Travel,Expense
1751.22,1696437516000.0,Utilities,Expense
3813.27,1692639532000.0,Travel,Expense
4225.93,1580432490000.0,Freelancing,Income
145.74,1607867716000.0,Bonus,Income
1755.77,1598031318000.0,Gifts Received,Income
348.86,1617844655000.0,Freelancing,Income
3730.81,1587504429000.0,Electronics,Expense
2268.78,1676947461000.0,Bonus,Income
3608.26,1617586823000.0,Freelancing,Income
778.74,1693203193000.0,Pet Care,Expense
3370.17,1612047696000.0,Subscriptions,Expense
2428.82,1589061549000.0,Salary,Income
1078.63,1660580670000.0,Freelancing,Income
2150.14,1675722194000.0,Salary,Income
228.04,1588542398000.0,Freelancing,Income
1022.91,1673885484000.0,Leisure,Expense
1447.95,1634225190000.0,Freelancing,Income
3735.32,1644819428000.0,Gifts Received,Income
2663.38,1605430252000.0,Bonus,Income
1985.96,1672776684000.0,Groceries,Expense
94.69,1686919299000.0,Bonus,Income
2867.43,1619320795000.0,Salary,Income
576.75,1641385492000.0,Bonus,Income
4006.81,1621454435000.0,Subscriptions,Expense
441.56,1625360333000.0,Freelancing,Income
2178.95,1688507638000.0,Clothing,Expense
1979.44,1584490339000.0,Utilities,Expense
1666.01,1625979961000.0,Rent,Expense
2653.49,1667003556000.0,Utilities,Expense
3637.17,1688351610000.0,Gifts Received,Income
514.92,1644453686000.0,Travel,Expense
3012.39,1649453312000.0,Transportation,Expense
886.55,1620567545000.0,Transportation,Expense
2320.3,1606853498000.0,Salary,Income
4321.37,1680520961000.0,Bonus,Income
2199.37,1588228256000.0,Subscriptions,Expense
3981.85,1704186690000.0,Freelancing,Income
2537.18,1637545896000.0,Salary,Income
189.0,1631405623000.0,Bonus,Income
3223.69,1701398509000.0,Rent,Expense
2314.1,1671697518000.0,Freelancing,Income
4545.34,1659757249000.0,Gifts Received,Income
3025.42,1638931499000.0,Gifts Received,Income
2253.17,1637677385000.0,Utilities,Expense
2523.24,1584189173000.0,Groceries,Expense
3538.4,1629676083000.0,Clothing,Expense
1820.13,1684795597000.0,Electronics,Expense
3872.55,1665950346000.0,Freelancing,Income
330.49,1652620138000.0,Salary,Income
1260.73,1596468191000.0,Gifts Received,Income
408.43,1652760245000.0,Gifts Received,Income
1551.85,1672096871000.0,Salary,Income
2975.61,1714575744000.0,Dining Out,Expense
3217.82,1685121049000.0,Gifts Received,Income
3230.48,1721772514000.0,Clothing,Expense
92.13,1666725565000.0,Gifts Received,Income
1709.32,1585245763000.0,Subscriptions,Expense
1133.49,1608798614000.0,Leisure,Expense
1479.66,1647956220000.0,Rent,Expense
3309.98,1625767133000.0,Pet Care,Expense
2986.63,1649093784000.0,Leisure,Expense
4156.89,1588102788000.0,Pet Care,Expense
3606.19,1606935887000.0,Electronics,Expense
3382.14,1694485520000.0,Salary,Income
3762.2,1670631476000.0,Salary,Income
2670.52,1662035313000.0,Subscriptions,Expense
1839.84,1694976791000.0,Subscriptions,Expense
3847.42,1715117282000.0,Salary,Income
4831.37,1608880229000.0,Gifts Received,Income
4365.14,1681233310000.0,Transportation,Expense
4370.71,1628857082000.0,Freelancing,Income
1426.03,1646213352000.0,Leisure,Expense
2247.15,1589748118000.0,Gifts Received,Income
459.48,1694886499000.0,Salary,Income
4652.43,1578290798000.0,Freelancing,Income
2510.53,1717398255000.0,Salary,Income
1875.19,1722372806000.0,Utilities,Expense
4196.04,1630724415000.0,Utilities,Expense
688.86,1675606757000.0,Subscriptions,Expense
3794.45,1693608714000.0,Subscriptions,Expense
4529.38,1596616650000.0,Dining Out,Expense
4174.98,1666470596000.0,Pet Care,Expense
556.82,1662099288000.0,Gifts Received,Income
610.12,1611290653000.0,Salary,Income
314.97,1658450345000.0,Salary,Income
3160.14,1713962861000.0,Travel,Expense
1457.07,1660856169000.0,Pet Care,Expense
1203.58,1687460337000.0,Gifts Received,Income
2617.9,1665392256000.0,Rent,Expense
1952.88,1685851731000.0,Groceries,Expense
4905.22,1657197538000.0,Freelancing,Income
3942.81,1612005359000.0,Gifts Received,Income
3857.74,1629329883000.0,Utilities,Expense
222.63,1690695903000.0,Utilities,Expense
4152.09,1679612835000.0,Subscriptions,Expense
3159.05,1624548308000.0,Gifts Received,Income
3580.51,1658618817000.0,Groceries,Expense
1008.75,1686838173000.0,Gifts Received,Income
1578.66,1577945768000.0,Clothing,Expense
4945.62,1659404011000.0,Salary,Income
184.07,1654851014000.0,Gifts Received,Income
1785.51,1634253684000.0,Freelancing,Income
1366.81,1693230420000.0,Bonus,Income
4447.54,1664336319000.0,Salary,Income
1695.84,1702656116000.0,Salary,Income
1837.37,1696424230000.0,Bonus,Income
3635.68,1696524566000.0,Electronics,Expense
2727.83,1635198233000.0,Rent,Expense
1640.27,1715050424000.0,Dining Out,Expense
3013.51,1704856748000.0,Gifts Received,Income
1758.38,1623384386000.0,Bonus,Income
1373.5,1600595328000.0,Freelancing,Income
3356.25,1654011533000.0,Utilities,Expense
4763.99,1716198794000.0,Pet Care,Expense
174.96,1667813213000.0,Gifts Received,Income
1811.39,1602901634000.0,Freelancing,Income
3395.63,1640883858000.0,Utilities,Expense
3815.66,1661160790000.0,Gifts Received,Income
1990.77,1638138319000.0,Bonus,Income
4802.64,1631286734000.0,Leisure,Expense
2589.21,1617388228000.0,Freelancing,Income
3875.05,1584393440000.0,Salary,Income
4981.83,1590238601000.0,Subscriptions,Expense
614.06,1643561219000.0,Rent,Expense
864.11,1705380240000.0,Salary,Income
4052.76,1597382879000.0,Utilities,Expense
3547.99,1700086646000.0,Bonus,Income
4256.96,1689083860000.0,Gifts Received,Income
2544.27,1630026510000.0,Gifts Received,Income
1184.44,1680906635000.0,Groceries,Expense
2770.55,1710545161000.0,Salary,Income
3060.13,1685114198000.0,Rent,Expense
1991.4,1643330875000.0,Salary,Income
3846.05,1617446580000.0,Freelancing,Income
4861.93,1579325224000.0,Rent,Expense
2329.7,1606448609000.0,Bonus,Income
4389.92,1691957513000.0,Clothing,Expense
3839.14,1636581520000.0,Electronics,Expense
4157.12,1625047420000.0,Leisure,Expense
824.12,1716871425000.0,Gifts Received,Income
4737.47,1702538461000.0,Bonus,Income
1253.78,1591313594000.0,Clothing,Expense
626.73,1644730452000.0,Freelancing,Income
2959.45,1610413751000.0,Leisure,Expense
3294.01,1700367339000.0,Pet Care,Expense
4212.81,1613629742000.0,Freelancing,Income
407.03,1702563519000.0,Pet Care,Expense
3256.0,1720407828000.0,Salary,Income
2490.69,1663007221000.0,Clothing,Expense
3209.89,1696635599000.0,Salary,Income
4023.64,1713333556000.0,Electronics,Expense
2268.27,1692385549000.0,Freelancing,Income
2198.59,1697532222000.0,Subscriptions,Expense
1701.62,1620556824000.0,Utilities,Expense
3671.26,1705256248000.0,Bonus,Income
654.7,1698651481000.0,Freelancing,Income
1209.45,1647413001000.0,Bonus,Income
1240.35,1644204711000.0,Freelancing,Income
4726.98,1652273398000.0,Salary,Income
4813.47,1717768553000.0,Utilities,Expense
949.98,1707919821000.0,Salary,Income
2494.3,1642058873000.0,Salary,Income
451.16,1651544890000.0,Clothing,Expense
4833.47,1695910601000.0,Bonus,Income
253.65,1598632479000.0,Pet Care,Expense
1429.46,1654532767000.0,Freelancing,Income
670.54,1640783191000.0,Bonus,Income
1830.32,1650771169000.0,Freelancing,Income
1813.26,1667990187000.0,Rent,Expense
2521.77,1663654582000.0,Bonus,Income
644.19,1722829208000.0,Electronics,Expense
3974.69,1599463100000.0,Bonus,Income
996.09,1614981304000.0,Electronics,Expense
227.47,1618321497000.0,Utilities,Expense
2597.14,1639915581000.0,Gifts Received,Income
4656.91,1680653453000.0,Gifts Received,Income
4953.09,1618851550000.0,Bonus,Income
2537.07,1635265738000.0,Salary,Income
2374.99,1595074501000.0,Bonus,Income
3369.36,1689198453000.0,Bonus,Income
2984.95,1687247323000.0,Transportation,Expense
3607.28,1666653496000.0,Subscriptions,Expense
2621.64,1723489269000.0,Pet Care,Expense
739.73,1702907403000.0,Gifts Received,Income
2863.28,1689441746000.0,Rent,Expense
95.67,1594547525000.0,Electronics,Expense
2065.39,1633354883000.0,Electronics,Expense
4364.22,1690614617000.0,Freelancing,Income
2593.9,1682382584000.0,Utilities,Expense
2627.86,1583079868000.0,Gifts Received,Income
4560.71,1679940955000.0,Bonus,Income
3050.77,1705875072000.0,Gifts Received,Income
2790.88,1579419516000.0,Bonus,Income
3524.8,1672261335000.0,Salary,Income
2399.54,1657991423000.0,Bonus,Income
610.25,1682519443000.0,Salary,Income
4092.07,1690313368000.0,Gifts Received,Income
211.29,1722310682000.0,Freelancing,Income
4620.12,1637037204000.0,Bonus,Income
1070.72,1708894903000.0,Bonus,Income
687.23,1636737347000.0,Gifts Received,Income
254.78,1651098715000.0,Travel,Expense
263.4,1694827029000.0,Utilities,Expense
503.62,1708200331000.0,Gifts Received,Income
4822.63,1585624491000.0,Electronics,Expense
2387.77,1682216260000.0,Bonus,Income
1427.79,1668065886000.0,Freelancing,Income
2676.23,1686366129000.0,Groceries,Expense
2090.01,1622137057000.0,Leisure,Expense
4985.86,1703300887000.0,Subscriptions,Expense
4683.11,1612096624000.0,Dining Out,Expense
47.33,1721210921000.0,Pet Care,Expense
4642.35,1585075551000.0,Dining Out,Expense
4945.51,1683602206000.0,Salary,Income
4255.45,1585111951000.0,Dining Out,Expense
4044.26,1600367674000.0,Leisure,Expense
3241.78,1692888064000.0,Gifts Received,Income
3683.35,1614263352000.0,Dining Out,Expense
878.3,1701773033000.0,Transportation,Expense
4135.12,1626615714000.0,Bonus,Income
2004.77,1591331378000.0,Leisure,Expense
2387.79,1647671978000.0,Groceries,Expense
1918.49,1679601719000.0,Bonus,Income
1510.43,1665706262000.0,Freelancing,Income
3268.76,1634650325000.0,Gifts Received,Income
3339.26,1699894221000.0,Dining Out,Expense
2027.68,1665570203000.0,Dining Out,Expense
3193.92,1668433913000.0,Utilities,Expense
1096.42,1679607718000.0,Subscriptions,Expense
2275.44,1652527141000.0,Utilities,Expense
3510.0,1690996147000.0,Gifts Received,Income
3402.03,1645555422000.0,Rent,Expense
2641.34,1599819736000.0,Freelancing,Income
309.73,1704083830000.0,Clothing,Expense
2863.94,1583039960000.0,Leisure,Expense
4272.58,1722632399000.0,Freelancing,Income
3584.87,1591814822000.0,Rent,Expense
4043.65,1671778564000.0,Gifts Received,Income
2284.54,1638025978000.0,Salary,Income
3616.68,1596252803000.0,Bonus,Income
3729.28,1588639911000.0,Rent,Expense
2119.06,1586162751000.0,Rent,Expense
4672.98,1644216406000.0,Subscriptions,Expense
1436.17,1631348675000.0,Leisure,Expense
1872.93,1583307519000.0,Salary,Income
1878.85,1618738024000.0,Gifts Received,Income
594.05,1641870720000.0,Salary,Income
3639.56,1611718985000.0,Groceries,Expense
4892.47,1704957379000.0,Transportation,Expense
2660.14,1608542983000.0,Gifts Received,Income
2303.67,1636346211000.0,Dining Out,Expense
4687.11,1702668409000.0,Rent,Expense
4047.58,1646621693000.0,Pet Care,Expense
1204.09,1676861344000.0,Rent,Expense
2232.76,1622873755000.0,Groceries,Expense
3702.96,1608581482000.0,Subscriptions,Expense
2699.26,1621793748000.0,Groceries,Expense
2519.98,1661327074000.0,Travel,Expense
2887.8,1606854337000.0,Bonus,Income
1509.52,1584729798000.0,Transportation,Expense
2068.39,1661573585000.0,Groceries,Expense
3130.34,1678582494000.0,Clothing,Expense
235.37,1684309314000.0,Salary,Income
3481.85,1631071944000.0,Gifts Received,Income
1882.92,1598233348000.0,Salary,Income
4246.86,1643026185000.0,Leisure,Expense
4573.79,1605190722000.0,Salary,Income
2786.88,1658788684000.0,Salary,Income
1275.72,1610332270000.0,Transportation,Expense
4611.21,1588857611000.0,Utilities,Expense
2678.64,1671038600000.0,Travel,Expense
1343.04,1720840913000.0,Pet Care,Expense
4368.23,1692825046000.0,Pet Care,Expense
2397.49,1677311163000.0,Utilities,Expense
4785.14,1596343632000.0,Gifts Received,Income
4810.43,1713651015000.0,Subscriptions,Expense
3478.44,1669435346000.0,Travel,Expense
4575.72,1581233084000.0,Bonus,Income
1903.93,1690591859000.0,Bonus,Income
1308.55,1709424318000.0,Salary,Income
493.94,1606167174000.0,Salary,Income
4571.74,1694206251000.0,Bonus,Income
229.53,1675060910000.0,Gifts Received,Income
82.08,1701247141000.0,Pet Care,Expense
1476.67,1618901448000.0,Bonus,Income
1899.82,1694733390000.0,Travel,Expense
2753.66,1625114604000.0,Bonus,Income
3817.04,1717888525000.0,Salary,Income
842.0,1650332890000.0,Bonus,Income
700.65,1722297889000.0,Subscriptions,Expense
4584.58,1707624673000.0,Transportation,Expense
2620.2,1702625403000.0,Rent,Expense
3821.93,1694756836000.0,Leisure,Expense
340.77,1649880079000.0,Groceries,Expense
2529.16,1664351176000.0,Groceries,Expense
3296.76,1643736406000.0,Freelancing,Income
60.24,1601096594000.0,Bonus,Income
86.7,1652707430000.0,Salary,Income
535.98,1698848040000.0,Clothing,Expense
1205.6,1643298392000.0,Clothing,Expense
4076.26,1702581029000.0,Salary,Income
1865.88,1679570966000.0,Subscriptions,Expense
4951.17,1668137581000.0,Dining Out,Expense
3269.02,1585537296000.0,Transportation,Expense
468.41,1710526190000.0,Electronics,Expense
281.52,1665078526000.0,Gifts Received,Income
2499.79,1626645464000.0,Transportation,Expense
2829.72,1708712489000.0,Freelancing,Income
1149.6,1634773688000.0,Pet Care,Expense
1356.2,1673084400000.0,Bonus,Income
897.59,1647187747000.0,Utilities,Expense
4807.38,1669195812000.0,Leisure,Expense
4644.45,1652903452000.0,Gifts Received,Income
2833.91,1651993481000.0,Electronics,Expense
1919.85,1580561718000.0,Gifts Received,Income
2504.46,1716514271000.0,Groceries,Expense
2186.0,1629119519000.0,Rent,Expense
3026.24,1600814754000.0,Salary,Income
149.1,1642625321000.0,Salary,Income
1141.46,1686932918000.0,Salary,Income
